account_id,customer_id,account_type,account_status,open_date,close_date,current_balance,available_balance,credit_limit,interest_rate,branch_id,officer_id,last_activity_date,first_name,last_name,ssn_hash,date_of_birth,customer_segment,risk_rating,region_code,primary_email,phone_number,acct_age_months,days_inactive,utilization_pct,dormancy_flag,high_balance_flag,snapshot_date,load_timestamp
A00000095,C0000052,CC,A,2018-03-04,,2259.69,7740.31,10000,0.2175,B026,O0102,2024-01-27,Mark,Moore,ff14cbe76d770da1d0c836451c59f2eb,1993-02-12,PB,1,MW,mark.moore52@example.com,555-548-5764,70,4,22.5969,N,N,2024-01-31,2026-09-18 19:12:03
A00000096,C0000052,CD,P,2011-11-20,,38013.84,37811.91,0,0.0443,B018,O0027,2024-01-23,Mark,Moore,ff14cbe76d770da1d0c836451c59f2eb,1993-02-12,PB,1,MW,mark.moore52@example.com,555-548-5764,146,8,,N,N,2024-01-31,2026-09-18 19:12:03
A00000097,C0000053,LOC,A,2007-04-18,,10717.83,39282.17,50000,0.1252,B011,O0075,2024-01-25,Jessica,Ramirez,a58971c1ead1b1fff0aafd80cc695443,1988-06-28,PB,,NE,jessica.ramirez53@example.com,555-636-1821,201,6,21.43566,N,N,2024-01-31,2026-09-18 19:12:03
A00000098,C0000053,CHK,A,2017-07-01,,3377.99,3277.06,0,0.0009,B007,O0057,2024-01-31,Jessica,Ramirez,a58971c1ead1b1fff0aafd80cc695443,1988-06-28,PB,,NE,jessica.ramirez53@example.com,555-636-1821,78,0,,N,N,2024-01-31,2026-09-18 19:12:03
A00000099,C0000053,CC,A,2015-12-03,,803.24,4196.76,5000,0.241,B007,O0106,2024-01-21,Jessica,Ramirez,a58971c1ead1b1fff0aafd80cc695443,1988-06-28,PB,,NE,jessica.ramirez53@example.com,555-636-1821,97,10,16.0648,N,N,2024-01-31,2026-09-18 19:12:03
A00000100,C0000054,PERS,D,2010-08-19,,23084.66,23063.3,0,0.1388,B034,O0036,2024-01-18,David,Brown,9f79f368aeeb4e50b7ae4250c7393583,1979-11-13,RET,3,SE,david.brown54@example.com,555-948-7302,161,13,,N,N,2024-01-31,2026-09-18 19:12:03
A00000101,C0000054,MMA,A,2015-03-13,,11110.98,10978.84,0,0.0397,B008,O0029,2022-10-16,David,Brown,9f79f368aeeb4e50b7ae4250c7393583,1979-11-13,RET,3,SE,david.brown54@example.com,555-948-7302,106,472,,Y,N,2024-01-31,2026-09-18 19:12:03
A00000102,C0000055,IRA,A,2013-02-14,,15029.54,14962.36,0,0.0434,B045,O0015,2024-01-29,Robert,Adams,393cb6696e8ee497a6e47b40d8646603,1994-12-19,PREM,2,MW,robert.adams55@example.com,555-816-3419,131,2,,N,N,2024-01-31,2026-09-18 19:12:03
A00000103,C0000055,HELC,A,2013-04-26,,7364.43,42635.57,50000,0.0888,B018,O0055,2023-11-30,Robert,Adams,393cb6696e8ee497a6e47b40d8646603,1994-12-19,PREM,2,MW,robert.adams55@example.com,555-816-3419,129,62,14.72886,N,N,2024-01-31,2026-09-18 19:12:03
A00000104,C0000056,CC,A,2014-07-21,,2832.19,7167.81,10000,0.2186,B006,O0110,2024-01-28,Andrew,Thomas,07834bad144c84ab1d34063d24269a3c,1962-01-05,PREM,1,SW,andrew.thomas56@example.com,555-589-1622,114,3,28.3219,N,N,2024-01-31,2026-09-18 19:12:03
A00000105,C0000057,HELC,A,2011-01-01,,28830.72,121169.28,150000,0.0939,B047,O0110,2023-08-27,Jennifer,White,3e4cfe10e1ce77ea7f6daa2dd09c1f57,1960-08-13,PREM,2,NE,jennifer.white57@example.com,555-877-2801,156,157,19.22048,N,N,2024-01-31,2026-09-18 19:12:03
A00000106,C0000057,CHK,A,2012-06-11,,3578.56,3505.71,0,0.001,B014,O0042,2024-01-31,Jennifer,White,3e4cfe10e1ce77ea7f6daa2dd09c1f57,1960-08-13,PREM,2,NE,jennifer.white57@example.com,555-877-2801,139,0,,N,N,2024-01-31,2026-09-18 19:12:03
A00000107,C0000058,SAV,A,2013-08-12,,15546.84,15309.33,0,0.0335,B012,O0064,2024-01-18,Sarah,Torres,6ab0a327656eb880a8997065ff9291e9,1947-10-02,PREM,1,W,sarah.torres58@example.com,555-462-2723,125,13,,N,N,2024-01-31,2026-09-18 19:12:03
A00000108,C0000058,CC,A,2016-01-07,,5293.37,9706.63,15000,0.2164,B038,O0083,2023-06-24,Sarah,Torres,6ab0a327656eb880a8997065ff9291e9,1947-10-02,PREM,1,W,sarah.torres58@example.com,555-462-2723,96,221,35.289133333,N,N,2024-01-31,2026-09-18 19:12:03
A00000109,C0000058,AUTO,A,2007-06-01,,46732.36,46635.31,0,0.0874,B017,O0069,2024-01-24,Sarah,Torres,6ab0a327656eb880a8997065ff9291e9,1947-10-02,PREM,1,W,sarah.torres58@example.com,555-462-2723,199,7,,N,N,2024-01-31,2026-09-18 19:12:03
A00000110,C0000059,CC,A,2016-06-06,,5025.19,0,5000,0.2049,B014,O0092,2024-01-20,Kenneth,Allen,2fe6082a382f34447770d1ec550e31dc,1981-10-20,PB,,SE,kenneth.allen59@example.com,555-762-1983,91,11,100.5038,N,N,2024-01-31,2026-09-18 19:12:03
A00000111,C0000059,CC,A,2020-10-04,,6877.08,18122.92,25000,0.2434,B034,O0091,2024-01-27,Kenneth,Allen,2fe6082a382f34447770d1ec550e31dc,1981-10-20,PB,,SE,kenneth.allen59@example.com,555-762-1983,39,4,27.50832,N,N,2024-01-31,2026-09-18 19:12:03
A00000112,C0000060,CC,A,2023-03-27,,707.96,792.04,1500,0.2028,B039,O0022,2023-10-16,Patricia,Nelson,ffd144de47741e4d3ecc9ad7bbc38326,1968-04-01,PREM,6,SW,patricia.nelson60@example.com,555-774-4416,10,107,47.197333333,N,N,2024-01-31,2026-09-18 19:12:03
A00000113,C0000061,CHK,A,2009-09-13,,12229.89,12063.47,0,0.001,B009,O0113,2024-01-26,Sandra,Garcia,8fbd1d33e7990813e456171979b3afc7,1999-03-28,RET,1,SW,sandra.garcia61@example.com,555-579-4315,172,5,,N,N,2024-01-31,2026-09-18 19:12:03
A00000114,C0000062,CHK,A,2009-06-20,,3347.8,3239.63,0,0.0009,B003,O0112,2024-01-24,James,Hill,7714283701187c87dcec412ccf6a1663,1946-07-30,RET,3,SW,james.hill62@example.com,555-500-8644,175,7,,N,N,2024-01-31,2026-09-18 19:12:03
A00000115,C0000062,SAV,A,2008-05-20,,3550.14,3491.19,0,0.0293,B002,O0101,2024-01-25,James,Hill,7714283701187c87dcec412ccf6a1663,1946-07-30,RET,3,SW,james.hill62@example.com,555-500-8644,188,6,,N,N,2024-01-31,2026-09-18 19:12:03
A00000117,C0000064,CHK,A,2011-01-08,,37035.6,36796.92,0,0.0009,B031,O0119,2024-01-23,Nancy,Walker,82bee5063d14de673e86f6b144d384a6,1945-10-09,RET,3,MW,nancy.walker64@example.com,555-282-8909,156,8,,N,N,2024-01-31,2026-09-18 19:12:03
A00000118,C0000065,SAV,A,2020-03-26,,241343.07,241333.16,0,0.0345,B040,O0021,2023-12-13,Daniel,Lopez,49230120b899ac51a30875d3001f4464,1955-02-27,RET,3,SE,daniel.lopez65@example.com,555-359-6567,46,49,,N,N,2024-01-31,2026-09-18 19:12:03
A00000119,C0000065,CD,A,2019-05-10,,147892.5,147767.43,0,0.0472,B015,O0071,2024-01-25,Daniel,Lopez,49230120b899ac51a30875d3001f4464,1955-02-27,RET,3,SE,daniel.lopez65@example.com,555-359-6567,56,6,,N,N,2024-01-31,2026-09-18 19:12:03
A00000120,C0000065,SAV,A,2022-08-10,,1293.6,1177.38,0,0.0342,B044,O0083,2024-01-23,Daniel,Lopez,49230120b899ac51a30875d3001f4464,1955-02-27,RET,3,SE,daniel.lopez65@example.com,555-359-6567,17,8,,N,N,2024-01-31,2026-09-18 19:12:03
A00000121,C0000066,CC,A,2018-06-26,,3037.79,0,3000,0.1995,B024,O0106,2023-12-13,Richard,Davis,8c23368ae2659d17640e48d0ca19d9e7,1949-11-24,RET,4,SE,richard.davis66@example.com,555-825-7679,67,49,101.25966667,N,N,2024-01-31,2026-09-18 19:12:03
A00000122,C0000067,CC,R,2020-05-27,,7492.16,2507.84,10000,0.238,B020,O0046,2024-01-21,Emily,Ramirez,e982e5c837d5e34597f012db65e9e151,1948-01-30,RET,3,SW,emily.ramirez67@example.com,555-218-7871,44,10,74.9216,N,N,2024-01-31,2026-09-18 19:12:03
A00000123,C0000067,CC,A,2022-03-19,,4021.72,3478.28,7500,0.211,B009,O0023,2024-01-22,Emily,Ramirez,e982e5c837d5e34597f012db65e9e151,1948-01-30,RET,3,SW,emily.ramirez67@example.com,555-218-7871,22,9,53.622933333,N,N,2024-01-31,2026-09-18 19:12:03
A00000124,C0000067,AUTO,A,2022-04-14,,16953.65,16728.04,0,0.0884,B029,O0120,2024-01-25,Emily,Ramirez,e982e5c837d5e34597f012db65e9e151,1948-01-30,RET,3,SW,emily.ramirez67@example.com,555-218-7871,21,6,,N,N,2024-01-31,2026-09-18 19:12:03
A00000125,C0000068,MMA,A,2021-06-30,,60158.99,60104.65,0,0.0371,B003,O0099,2024-01-17,Anthony,Torres,dbd6c1fe38df3a8ee80c107331df7d4b,1947-01-31,PREM,1,NW,anthony.torres68@example.com,555-352-3659,31,14,,N,N,2024-01-31,2026-09-18 19:12:03
A00000126,C0000069,AUTO,F,2010-02-18,,4597.41,4381.4,0,0.0706,B028,O0092,2023-12-24,John,Perez,f00a9e7b211ba5aea0dbc562a3caea01,1991-11-25,RET,3,W,john.perez69@example.com,555-975-4339,167,38,,N,N,2024-01-31,2026-09-18 19:12:03
A00000127,C0000069,CHK,D,2013-11-13,,93.17,64.59,0,0.0011,B036,O0109,2023-03-27,John,Perez,f00a9e7b211ba5aea0dbc562a3caea01,1991-11-25,RET,3,W,john.perez69@example.com,555-975-4339,122,310,,N,N,2024-01-31,2026-09-18 19:12:03
A00000128,C0000070,CHK,A,2011-05-17,,7631.36,7525.66,0,0.001,B033,O0105,2024-01-24,Ronald,Lewis,dfbf8ebb36b2fb1eec25e94c7027cbed,1964-02-17,SMB,1,MW,ronald.lewis70@example.com,555-683-3633,152,7,,N,N,2024-01-31,2026-09-18 19:12:03
A00000129,C0000070,MTG,A,2016-07-04,,392936.03,392915.79,0,0.0663,B028,O0029,2023-11-14,Ronald,Lewis,dfbf8ebb36b2fb1eec25e94c7027cbed,1964-02-17,SMB,1,MW,ronald.lewis70@example.com,555-683-3633,90,78,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000130,C0000071,MTG,A,2013-09-18,,492263.78,492078.84,0,0.0652,B035,O0053,2023-11-26,Donald,Nguyen,f3c54f1a23626f19aafd0b25bc9b5fc5,1972-10-21,RET,2,NW,donald.nguyen71@example.com,555-632-5434,124,66,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000132,C0000071,CHK,A,2020-02-24,,6682.73,6565.46,0,0.0011,B045,O0053,2024-01-26,Donald,Nguyen,f3c54f1a23626f19aafd0b25bc9b5fc5,1972-10-21,RET,2,NW,donald.nguyen71@example.com,555-632-5434,47,5,,N,N,2024-01-31,2026-09-18 19:12:03
A00000133,C0000071,CHK,A,2016-11-10,,741.69,588.93,0,0.001,B047,O0072,2023-11-28,Donald,Nguyen,f3c54f1a23626f19aafd0b25bc9b5fc5,1972-10-21,RET,2,NW,donald.nguyen71@example.com,555-632-5434,86,64,,N,N,2024-01-31,2026-09-18 19:12:03
A00000134,C0000072,CC,A,2019-06-19,,6329.91,8670.09,15000,0.2433,B039,O0027,2023-10-29,William,Brown,a79420a5e2a9e13d44d08c39716ce862,1989-04-02,SMB,2,NE,william.brown72@example.com,555-772-3235,55,94,42.1994,N,N,2024-01-31,2026-09-18 19:12:03
A00000135,C0000072,CC,A,2010-07-02,,2680.14,4819.86,7500,0.2207,B006,O0029,2023-02-22,William,Brown,a79420a5e2a9e13d44d08c39716ce862,1989-04-02,SMB,2,NE,william.brown72@example.com,555-772-3235,162,343,35.7352,N,N,2024-01-31,2026-09-18 19:12:03
A00000136,C0000073,CHK,A,2021-04-10,,1803.71,1559.18,0,0.001,B045,O0016,2023-12-16,Jessica,Mitchell,f3f0c2c58eb7122350a4ec8bfcb3c7b6,1948-06-22,RET,5,SE,jessica.mitchell73@example.com,555-300-8451,33,46,,N,N,2024-01-31,2026-09-18 19:12:03
A00000137,C0000073,CD,A,2007-06-02,,36028.71,35922.38,0,0.0525,B021,O0087,2024-01-21,Jessica,Mitchell,f3f0c2c58eb7122350a4ec8bfcb3c7b6,1948-06-22,RET,5,SE,jessica.mitchell73@example.com,555-300-8451,199,10,,N,N,2024-01-31,2026-09-18 19:12:03
A00000138,C0000073,CD,A,2017-09-29,,40862.06,40844.65,0,0.0511,B032,O0050,2024-01-18,Jessica,Mitchell,f3f0c2c58eb7122350a4ec8bfcb3c7b6,1948-06-22,RET,5,SE,jessica.mitchell73@example.com,555-300-8451,76,13,,N,N,2024-01-31,2026-09-18 19:12:03
A00000139,C0000074,MTG,A,2014-04-25,,724499.76,724263.41,0,0.0639,B012,O0036,2024-01-25,Michelle,Roberts,d54aa2543c9255490634ae2ad90cd21d,1983-07-29,RET,1,W,michelle.roberts74@example.com,555-646-3906,117,6,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000140,C0000075,CD,D,2014-07-14,,65788.01,65745.95,0,0.0436,B043,O0007,2024-01-29,Daniel,Martin,be42aff7df8fd3052f06a292ea42d7cc,1950-11-11,PREM,4,MW,daniel.martin75@example.com,555-830-8976,114,2,,N,N,2024-01-31,2026-09-18 19:12:03
A00000141,C0000075,SAV,A,2020-02-06,,-500.69,0,0,0.0356,B037,O0095,2024-01-31,Daniel,Martin,be42aff7df8fd3052f06a292ea42d7cc,1950-11-11,PREM,4,MW,daniel.martin75@example.com,555-830-8976,47,0,,N,N,2024-01-31,2026-09-18 19:12:03
A00000142,C0000076,CHK,A,2011-11-01,,1624.52,1406.98,0,0.001,B014,O0017,2024-01-27,Dorothy,Williams,a23c66adda0e60f5407bac930513c7e0,1947-12-30,RET,3,MW,dorothy.williams76@example.com,555-281-7180,146,4,,N,N,2024-01-31,2026-09-18 19:12:03
A00000143,C0000076,MMA,A,2019-05-28,,14659.06,14474.97,0,0.0401,B027,O0088,2024-01-23,Dorothy,Williams,a23c66adda0e60f5407bac930513c7e0,1947-12-30,RET,3,MW,dorothy.williams76@example.com,555-281-7180,56,8,,N,N,2024-01-31,2026-09-18 19:12:03
A00000144,C0000077,IRA,A,2007-11-11,,21539.45,21334.7,0,0.0415,B033,O0080,2023-12-29,Brian,Smith,d2cd90024fcd90eeb8cd2e71c565aad0,1984-02-01,RET,4,NW,brian.smith77@example.com,555-562-7490,194,33,,N,N,2024-01-31,2026-09-18 19:12:03
A00000145,C0000077,CC,A,2014-05-23,,2510.92,4989.08,7500,0.2349,B002,O0013,2024-01-19,Brian,Smith,d2cd90024fcd90eeb8cd2e71c565aad0,1984-02-01,RET,4,NW,brian.smith77@example.com,555-562-7490,116,12,33.478933333,N,N,2024-01-31,2026-09-18 19:12:03
A00000146,C0000078,CHK,A,2008-12-20,,2667.92,2421.64,0,0.0009,B017,O0069,2024-01-22,Robert,White,9b1e248b7f66ec588b2818248534f13b,1961-11-19,RET,3,W,robert.white78@example.com,555-520-3777,181,9,,N,N,2024-01-31,2026-09-18 19:12:03
A00000147,C0000078,SAV,A,2012-04-12,,7273.38,7124.53,0,0.0311,B021,O0061,2024-01-19,Robert,White,9b1e248b7f66ec588b2818248534f13b,1961-11-19,RET,3,W,robert.white78@example.com,555-520-3777,141,12,,N,N,2024-01-31,2026-09-18 19:12:03
A00000148,C0000078,CHK,A,2014-11-18,,782.37,678.59,0,0.0009,B017,O0041,2024-01-27,Robert,White,9b1e248b7f66ec588b2818248534f13b,1961-11-19,RET,3,W,robert.white78@example.com,555-520-3777,110,4,,N,N,2024-01-31,2026-09-18 19:12:03
A00000149,C0000079,CHK,D,2019-11-19,,1614.48,1607.27,0,0.001,B022,O0107,2024-01-30,Margaret,Gonzalez,f6c655f89bd3595de71516b1bdfeea32,1964-06-27,PREM,2,SE,margaret.gonzalez79@example.com,555-355-5419,50,1,,N,N,2024-01-31,2026-09-18 19:12:03
A00000150,C0000079,LOC,D,2010-04-18,,11522.37,13477.63,25000,0.1048,B010,O0028,2023-08-15,Margaret,Gonzalez,f6c655f89bd3595de71516b1bdfeea32,1964-06-27,PREM,2,SE,margaret.gonzalez79@example.com,555-355-5419,165,169,46.08948,N,N,2024-01-31,2026-09-18 19:12:03
A00000151,C0000080,MTG,D,2012-05-04,,270172.44,270171.78,0,0.0704,B009,O0116,2024-01-17,Kimberly,Hall,2db6f03a056dcf59999d87c0351db68f,1953-07-18,PREM,6,NW,kimberly.hall80@example.com,555-786-0348,140,14,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000152,C0000080,SAV,A,2017-12-11,,2202.79,2030.29,0,0.0296,B035,O0045,2023-02-11,Kimberly,Hall,2db6f03a056dcf59999d87c0351db68f,1953-07-18,PREM,6,NW,kimberly.hall80@example.com,555-786-0348,73,354,,N,N,2024-01-31,2026-09-18 19:12:03
A00000153,C0000080,SAV,A,2017-12-15,,765.58,537.78,0,0.0345,B016,O0071,2024-01-25,Kimberly,Hall,2db6f03a056dcf59999d87c0351db68f,1953-07-18,PREM,6,NW,kimberly.hall80@example.com,555-786-0348,73,6,,N,N,2024-01-31,2026-09-18 19:12:03
A00000154,C0000080,CHK,A,2008-03-05,,404.37,374.9,0,0.001,B042,O0061,2024-01-29,Kimberly,Hall,2db6f03a056dcf59999d87c0351db68f,1953-07-18,PREM,6,NW,kimberly.hall80@example.com,555-786-0348,190,2,,N,N,2024-01-31,2026-09-18 19:12:03
A00000155,C0000081,SAV,F,2019-03-13,,3928.91,3746.42,0,0.0354,B006,O0015,2024-01-29,Ronald,Davis,0220c7b9ec5aca5e94707622c9869bbf,2002-02-04,SMB,3,W,ronald.davis81@example.com,555-387-3562,58,2,,N,N,2024-01-31,2026-09-18 19:12:03
A00000156,C0000081,AUTO,A,2020-02-11,,55884.52,55871.12,0,0.0746,B023,O0087,2023-12-22,Ronald,Davis,0220c7b9ec5aca5e94707622c9869bbf,2002-02-04,SMB,3,W,ronald.davis81@example.com,555-387-3562,47,40,,N,N,2024-01-31,2026-09-18 19:12:03
A00000157,C0000082,CC,A,2018-11-24,,37.88,1462.12,1500,0.2484,B043,O0092,2024-01-25,Mary,Torres,3f83282ee1613d5982864debaa533b53,1991-08-16,RET,1,MW,mary.torres82@example.com,555-300-9878,62,6,2.5253333333,N,N,2024-01-31,2026-09-18 19:12:03
A00000158,C0000082,CD,S,2023-02-15,,237975.43,237875.97,0,0.0518,B035,O0045,2023-11-20,Mary,Torres,3f83282ee1613d5982864debaa533b53,1991-08-16,RET,1,MW,mary.torres82@example.com,555-300-9878,11,72,,N,N,2024-01-31,2026-09-18 19:12:03
A00000159,C0000082,SAV,A,2009-09-11,,-1812.97,0,0,0.0318,B007,O0077,2024-01-18,Mary,Torres,3f83282ee1613d5982864debaa533b53,1991-08-16,RET,1,MW,mary.torres82@example.com,555-300-9878,172,13,,N,N,2024-01-31,2026-09-18 19:12:03
A00000160,C0000083,CHK,A,2016-09-09,,15339.03,15091.83,0,0.0009,B005,O0087,2024-01-22,Joseph,Miller,3cad33b4782e791cdee42a56f07879b2,1987-06-27,COMM,2,SE,joseph.miller83@example.com,555-673-3260,88,9,,N,N,2024-01-31,2026-09-18 19:12:03
A00000161,C0000083,CD,A,2007-03-15,,128954.31,128732.14,0,0.0429,B003,O0008,2024-01-18,Joseph,Miller,3cad33b4782e791cdee42a56f07879b2,1987-06-27,COMM,2,SE,joseph.miller83@example.com,555-673-3260,202,13,,N,N,2024-01-31,2026-09-18 19:12:03
A00000162,C0000084,CHK,S,2009-09-15,,5839.34,5754.18,0,0.001,B045,O0028,2024-01-28,Donna,Green,182e913811a110f5c2a2008c02d5f075,1981-10-06,RET,4,NW,donna.green84@example.com,555-751-8253,172,3,,N,N,2024-01-31,2026-09-18 19:12:03
A00000163,C0000084,CC,A,2021-03-28,,8098.19,16901.81,25000,0.2088,B013,O0006,2024-01-30,Donna,Green,182e913811a110f5c2a2008c02d5f075,1981-10-06,RET,4,NW,donna.green84@example.com,555-751-8253,34,1,32.39276,N,N,2024-01-31,2026-09-18 19:12:03
A00000164,C0000085,SAV,P,2020-11-01,,882.97,784.54,0,0.032,B017,O0077,2023-11-27,Nancy,Green,926f1fa6bb243478bc58a65ecb32a167,1974-01-25,CORP,1,SW,nancy.green85@example.com,555-852-9465,38,65,,N,N,2024-01-31,2026-09-18 19:12:03
A00000165,C0000086,MMA,A,2009-07-25,,6558.02,6519.57,0,0.0446,B042,O0062,2024-01-30,Deborah,Mitchell,b70b19361ca0ef74d63650c81ac6af11,1966-10-08,PB,3,SW,deborah.mitchell86@example.com,555-663-3014,174,1,,N,N,2024-01-31,2026-09-18 19:12:03
A00000166,C0000087,CHK,A,2008-07-04,,1461.02,1393.28,0,0.0009,B035,O0064,2024-01-28,Charles,Martinez,b8b7749e93adb7b8e69b9a90a4777fc3,1958-09-16,RET,5,SW,charles.martinez87@example.com,555-636-1297,186,3,,N,N,2024-01-31,2026-09-18 19:12:03
A00000167,C0000088,LOC,S,2014-07-26,,3152.16,21847.84,25000,0.1158,B023,O0049,2023-08-15,Kevin,Green,f81fc78968c2bacd89fad4c86c0d1089,1959-11-26,RET,4,MW,kevin.green88@example.com,555-352-0418,114,169,12.60864,N,N,2024-01-31,2026-09-18 19:12:03
A00000169,C0000089,MTG,A,2021-12-28,,155424.91,155273.34,0,0.0613,B045,O0096,2024-01-19,John,Taylor,0114d88c07f585b07bed24f80158fda8,1982-08-10,RET,5,NE,john.taylor89@example.com,555-401-6342,25,12,,N,N,2024-01-31,2026-09-18 19:12:03
A00000170,C0000090,CHK,A,2013-02-07,,629.2,552.78,0,0.001,B033,O0109,2024-01-17,Michelle,Green,888f5a3b335524533191b8490c9e2d4e,1950-06-26,RET,3,NE,michelle.green90@example.com,555-329-7284,131,14,,N,N,2024-01-31,2026-09-18 19:12:03
A00000171,C0000090,HELC,A,2018-10-18,,8293.03,41706.97,50000,0.1,B022,O0116,2024-01-29,Michelle,Green,888f5a3b335524533191b8490c9e2d4e,1950-06-26,RET,3,NE,michelle.green90@example.com,555-329-7284,63,2,16.58606,N,N,2024-01-31,2026-09-18 19:12:03
A00000172,C0000091,HELC,P,2019-07-15,,33477.23,116522.77,150000,0.0965,B022,O0065,2024-01-17,Steven,Johnson,720d9eee5b4ff700225980bf3d0347e7,1950-07-14,RET,5,NE,steven.johnson91@example.com,555-261-0910,54,14,22.318153333,N,N,2024-01-31,2026-09-18 19:12:03
A00000173,C0000091,MTG,A,2017-12-31,,387883.94,387807.98,0,0.0732,B014,O0091,2023-08-21,Steven,Johnson,720d9eee5b4ff700225980bf3d0347e7,1950-07-14,RET,5,NE,steven.johnson91@example.com,555-261-0910,73,163,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000174,C0000092,MTG,A,2019-05-03,,755173.82,754933.81,0,0.0673,B007,O0082,2023-07-13,Patricia,Jackson,8047018750a9a34b2ce5c71c24d7947c,1982-07-10,RET,2,SE,patricia.jackson92@example.com,555-354-8283,56,202,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000175,C0000092,SAV,A,2017-10-12,,30334.47,30221.08,0,0.0354,B007,O0011,2024-01-18,Patricia,Jackson,8047018750a9a34b2ce5c71c24d7947c,1982-07-10,RET,2,SE,patricia.jackson92@example.com,555-354-8283,75,13,,N,N,2024-01-31,2026-09-18 19:12:03
A00000176,C0000093,SAV,A,2019-04-21,,478.13,262.39,0,0.0293,B030,O0120,2023-11-28,Robert,Lewis,464ed0500288e90fff86ce5f6170aae5,1955-02-13,PB,5,SW,robert.lewis93@example.com,555-666-1898,57,64,,N,N,2024-01-31,2026-09-18 19:12:03
A00000177,C0000093,PERS,A,2009-10-13,,29702.1,29465.97,0,0.1272,B021,O0086,2024-01-24,Robert,Lewis,464ed0500288e90fff86ce5f6170aae5,1955-02-13,PB,5,SW,robert.lewis93@example.com,555-666-1898,171,7,,N,N,2024-01-31,2026-09-18 19:12:03
A00000178,C0000093,AUTO,A,2016-06-24,,13553.48,13325.28,0,0.0823,B040,O0083,2023-11-20,Robert,Lewis,464ed0500288e90fff86ce5f6170aae5,1955-02-13,PB,5,SW,robert.lewis93@example.com,555-666-1898,91,72,,N,N,2024-01-31,2026-09-18 19:12:03
A00000179,C0000094,MTG,A,2008-06-20,,212965.58,212841.12,0,0.0691,B014,O0092,2024-01-27,John,Walker,a9b9aeb784e6a91f9ed92b2382ed2183,1951-05-24,PB,7,W,john.walker94@example.com,555-325-3610,187,4,,N,N,2024-01-31,2026-09-18 19:12:03
A00000180,C0000095,SAV,R,2007-12-28,,11170.4,11124.02,0,0.0307,B033,O0096,2023-09-11,Melissa,Ramirez,53d2853c65da455006523e211047c157,1997-01-25,RET,1,W,melissa.ramirez95@example.com,555-811-4351,193,142,,N,N,2024-01-31,2026-09-18 19:12:03
A00000181,C0000095,MTG,A,2008-06-09,,474119.93,473902.9,0,0.0668,B046,O0066,2024-01-22,Melissa,Ramirez,53d2853c65da455006523e211047c157,1997-01-25,RET,1,W,melissa.ramirez95@example.com,555-811-4351,187,9,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000182,C0000095,MMA,A,2015-10-19,,107085.87,107028.5,0,0.0404,B030,O0093,2022-05-11,Melissa,Ramirez,53d2853c65da455006523e211047c157,1997-01-25,RET,1,W,melissa.ramirez95@example.com,555-811-4351,99,630,,Y,N,2024-01-31,2026-09-18 19:12:03
A00000183,C0000096,CHK,A,2016-06-19,,668.96,598.93,0,0.0011,B031,O0055,2023-10-25,Susan,Smith,540d4db92c2b786d295e8b502bf1666f,1980-01-24,PREM,3,SE,susan.smith96@example.com,555-832-7835,91,98,,N,N,2024-01-31,2026-09-18 19:12:03
A00000184,C0000097,CHK,A,2011-08-08,,472.75,291.85,0,0.001,B044,O0022,2024-01-18,James,Scott,9949da174c165249618506737f9d2e51,1987-12-19,RET,2,MW,james.scott97@example.com,555-672-1311,149,13,,N,N,2024-01-31,2026-09-18 19:12:03
A00000185,C0000097,SAV,A,2015-12-05,,5516.21,5371.55,0,0.0295,B021,O0039,2024-01-30,James,Scott,9949da174c165249618506737f9d2e51,1987-12-19,RET,2,MW,james.scott97@example.com,555-672-1311,97,1,,N,N,2024-01-31,2026-09-18 19:12:03
A00000186,C0000098,MTG,D,2022-07-25,,580109.72,580023.05,0,0.061,B011,O0092,2024-01-21,Elizabeth,Moore,9167e7c3efbc8c2b05458f412a359fb1,1974-06-04,PREM,3,W,elizabeth.moore98@example.com,555-627-0552,18,10,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000187,C0000098,MTG,A,2021-09-14,,551888.67,551824.52,0,0.0641,B046,O0038,2024-01-20,Elizabeth,Moore,9167e7c3efbc8c2b05458f412a359fb1,1974-06-04,PREM,3,W,elizabeth.moore98@example.com,555-627-0552,28,11,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000188,C0000098,MTG,A,2009-10-08,,766914.3,766833.17,0,0.0678,B003,O0095,2024-01-17,Elizabeth,Moore,9167e7c3efbc8c2b05458f412a359fb1,1974-06-04,PREM,3,W,elizabeth.moore98@example.com,555-627-0552,171,14,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000189,C0000099,CHK,A,2013-06-27,,9004.29,8963.98,0,0.001,B005,O0086,2024-01-27,Lisa,Martinez,8325618156ee63788e79c5eea29d08a1,1993-08-20,RET,7,NW,lisa.martinez99@example.com,555-464-2650,127,4,,N,N,2024-01-31,2026-09-18 19:12:03
